"ID" "x1" "x2" "y"
"224" 2.33179848299833 1.54603812583087 "1"
"882" -0.116186973776172 -0.7887747958738 "-1"
"232" 2.42851888167756 -0.0160954950486055 "1"
"301" 2.93152189791467 2.60835154137706 "1"
"948" -0.864326042869191 0.50917448827966 "-1"
"939" 1.5201106431517 -0.356109596384372 "-1"
"997" 0.753169379959224 0.144620152643219 "-1"
"122" 3.1498682576938 -0.0652111501510248 "1"
"700" -1.56702447879486 -0.97112395250471 "-1"
"220" 3.84445641281562 0.249043067758626 "1"
"347" -1.95887754158176 1.25872063444679 "1"
"945" -0.78712782766289 0.923263040338569 "-1"
"374" -0.250431813900655 3.1109473568708 "1"
"632" -0.0327188924616948 -1.14033650010904 "-1"
"316" 0.489417921477367 0.688009971512521 "1"
"194" 1.94313693086277 0.117703356747762 "1"
"265" 3.124240754474 -0.818510715205469 "1"
"817" 1.83202510174938 -1.14601508372376 "-1"
"472" -0.959475112184048 1.59875964195091 "1"
"171" 2.98914804789614 0.431304475628604 "1"
"203" 2.80861305903363 0.610382065493713 "1"
"965" -0.0086730115637058 1.11050793772379 "-1"
"626" -0.0287630360589379 1.27673127773957 "-1"
"26" 4.06864274381942 0.101869956577209 "1"
"768" 1.48421395780145 -1.05758266115705 "-1"
"703" 0.769969224818242 -0.925981589482007 "-1"
"322" -1.45652085366756 0.978312833554667 "1"
"538" -0.0733806579789912 3.43489684173862 "1"
"454" -0.900314000310515 0.392339738084129 "1"
"42" 1.18202037833055 -0.230314645760714 "1"
"514" -1.21859013333814 0.981636463926365 "1"
"916" -0.970177870671613 -1.4660048408106 "-1"
"178" 1.78162401467795 -0.449498011672319 "1"
"202" 3.84608025874709 0.381682193569513 "1"
"465" 0.180267565082451 1.81663135632612 "1"
"308" -1.48148732297241 3.15746658176718 "1"
"852" -0.429719268785508 -0.586241890017928 "-1"
"183" 3.83066398929673 -1.11593377904687 "1"
"998" 1.0880089092588 0.199281222811682 "-1"
"512" -0.243441738828872 2.49309607500202 "1"
"551" -2.70289668596747 2.59324138591916 "1"
"318" -1.26938800607081 3.30965937339542 "1"
"487" 0.490663328444461 1.97044116899064 "1"
"740" -0.875193309755451 1.51055046018779 "-1"
"824" -0.718703277527727 -1.20279072782771 "-1"
"655" 2.03237178131019 -0.750105059483712 "-1"
"457" -0.928112080582756 2.08457989726666 "1"
"637" -1.44994556043868 -1.68948286427172 "-1"
"196" 3.68703032793048 -0.777527059919039 "1"
"912" 1.30249582596093 -0.0720751389454274 "-1"
"427" -2.47169794559825 1.34779973295338 "1"
"470" 0.135539739947269 2.32076584562651 "1"
"432" -1.07087817133798 2.91375155339729 "1"
"906" -1.7477922298982 -0.413795495639325 "-1"
"925" 0.43266774502988 -1.47149627191512 "-1"
"208" 4.91626476979359 1.39109407763216 "1"
"789" 1.25024655394643 -1.25199640285945 "-1"
"164" 1.89854652245201 0.42350715232314 "1"
"313" -1.56938166163829 3.09269600746773 "1"
"774" 0.402389219021693 0.0449507255818678 "-1"
"418" -1.35243404184703 3.56154447806716 "1"
"111" 3.77855873018519 -1.28266510506819 "1"
"74" 1.56310247150048 1.07431022852564 "1"
"847" 3.24380388236314 -0.562475053469472 "-1"
"648" -0.43572237829565 -0.60327242452018 "-1"
"449" -0.802199992416769 2.51313962487015 "1"
"796" 1.05890436077851 -1.90896639285866 "-1"
"210" 3.70672437530784 -0.477638485267216 "1"
"211" 2.9098108765482 0.290814564945829 "1"
"296" 3.03627106926758 0.499160060948669 "1"
"801" 1.00284318510404 0.198856338781221 "-1"
"504" -1.19626091587019 2.17386050511943 "1"
"670" -0.886373703290326 -0.843925741738492 "-1"
"35" 3.15575458177802 -1.85102345121966 "1"
"184" 2.35017929800908 -1.17069001931125 "1"
"305" -1.6140590102425 2.20451182163554 "1"
"811" 1.31905609525894 0.265631614381395 "-1"
"212" 3.86771118325593 0.740631424070565 "1"
"557" -1.0167806205012 1.58080778874715 "1"
"511" -1.03022250454474 3.30313423857514 "1"
"687" -0.120729877416192 -1.13356518900815 "-1"
"486" -1.99924364293127 2.22924056073908 "1"
"251" 3.57090641125571 -1.19782493124657 "1"
"780" 0.666434691553501 -2.0333926965384 "-1"
"272" 4.56488126160344 -1.83725913258624 "1"
"43" 3.01620192713572 0.9711827684337 "1"
"271" 3.09566535859058 0.0854481816313553 "1"
"791" 2.35549843308961 -0.762675521007142 "-1"
"613" 1.62606643838557 0.18751043200739 "-1"
"258" 0.668718992511904 1.38007385081418 "1"
"640" 0.453785117841126 1.23644735242362 "-1"
"41" 3.70083071603552 0.277267212519685 "1"
"494" -0.805875363671534 1.14231095676573 "1"
"88" 3.9348163122328 -0.390854623014298 "1"
"995" 0.0538316579731428 -1.2520124555666 "-1"
"563" -1.88961643006339 0.141053384078297 "1"
"540" -0.216526593763393 0.657213840345282 "1"
"867" 1.03995194153239 1.96661437392009 "-1"
"659" 0.531067434892147 -0.169028889199905 "-1"
"291" 2.41421956868994 1.2383361865421 "1"
"137" 3.03167028444662 0.774459501760325 "1"
"499" -0.662125861377951 1.71035384897634 "1"
"460" -1.89544163101261 -0.00179118757008911 "1"
"403" -0.00804075136059079 1.88856872376205 "1"
"777" -1.14490208544745 0.59833731159276 "-1"
"701" 1.35124065969975 0.191627399799884 "-1"
"822" -0.624632589662602 -1.62808728968334 "-1"
"447" -0.984580556609355 2.60071423426093 "1"
"463" -1.02506495584523 0.246077288648021 "1"
"876" -0.751706769791637 -1.28441608634934 "-1"
"38" 3.70955017494423 -0.177930834701238 "1"
"985" 0.595037319919081 -1.54768368500641 "-1"
"521" -1.45092101138413 1.90905230154637 "1"
"492" 1.0871780922228 1.10002673815368 "1"
"173" 3.92950566122562 -0.686156774169853 "1"
"880" -0.628480491497006 0.536556456193642 "-1"
